Fuente,Trabajo,Nota,Puntos,aTiempo,Estado
NA,tarea1fsm,0,--/--,No,Pendiente
/ejercicio/botclean/info.json,botclean,100,--/--,yes,
/ejercicio/saveprincess/info.json,saveprincess,100,--/--,yes,
NA,bfsshortreach,0,--/--,No,No Entregada
NA,pacman-dfs,0,--/--,No,Opcional
/ejercicio/pacman-astar/info.json,pacman-astar,100,5.0/5.0,yes,
NA,n-puzzle,0,--/--,No,Pendiente
